EmployeeNumber	predclass_modelLogReg_kfold	predprob_modelLogReg_kfold	predclass_modelNN_kfold	predprob_modelNN_kfold	predclass_modelDL_kfold	predprob_modelDL_kfold
524	0	0.013876773770609854	0	0.049088641169826946	0	0.024115171283483505
525	0	0.17679575479603107	0	0.20867181081030073	0	0.09555123746395111
526	0	0.09123699583083714	0	0.04900777938917564	0	0.06700840592384338
527	0	0.1482574128597331	0	0.10642845551014671	0	0.10308641940355301
529	0	0.04207725576753234	0	0.03972560765186047	0	0.06619968265295029
530	0	0.027261889551077324	0	0.046796758107574554	0	0.015053852461278439
531	0	0.030290029529846427	0	0.0324787394055167	0	0.03373030573129654
532	0	0.13441569241598758	0	0.05056282865158834	0	0.0907929390668869
533	0	0.0982148382695052	0	0.05029983783451225	0	0.05430792644619942
534	0	0.012405589191489586	0	0.02547546117538384	0	0.01563459075987339
536	0	0.026039097503228848	0	0.049221087141748485	0	0.02638329565525055
538	0	0.09507677879500401	0	0.05063287510842376	0	0.08865795284509659
543	0	0.049676792410757606	0	0.058363499543125585	0	0.042281560599803925
544	0	0.045832150094028135	0	0.022995654320826522	0	0.0631292313337326
546	0	0.006063582417194847	0	0.01761669289393705	0	0.01559250894933939
547	0	0.015166488762748615	0	0.016974891323233775	0	0.02470134198665619
548	0	0.015565856503459518	0	0.020495129654818048	0	0.01535305380821228
549	0	0.25470616854840494	0	0.08028231907977972	0	0.18217797577381134
550	0	0.0016920899133778475	0	0.012116806618475697	0	0.00419797794893384
551	0	0.023562987850809937	0	0.046681705704310086	0	0.01654806174337864
554	1	0.6722771847223558	1	0.664251587377568	1	0.7605185508728027
555	1	0.5495823273337687	1	0.49875646877240837	1	0.6506423354148865
556	0	0.2450827531977608	0	0.16521214007321836	0	0.1984795480966568
558	0	0.004923140472607946	0	0.029277539779236215	0	0.010330794379115105
560	0	0.04236997276614367	0	0.04357638190106338	0	0.0552305169403553
562	0	0.024365152100225926	0	0.01783073376836177	0	0.02720467373728752
564	0	0.011095112090529468	0	0.03264725413564567	0	0.017843004316091537
565	1	0.46049269732602427	1	0.5622888946666277	1	0.7171598672866821
566	1	0.7910151756723087	1	0.8913240143909151	1	0.9287953972816467
567	0	0.05883284993432477	0	0.06031060839485923	0	0.05218910425901413
568	0	0.06713380510124344	0	0.04586813264282862	0	0.028826501220464706
569	0	0.004785252588874484	0	0.028089090389748217	0	0.0048965453170239925
571	0	0.019439582435415825	0	0.02117292193288347	0	0.0280521921813488
573	1	0.35314920257666516	0	0.1903423220463939	0	0.21253736317157745
574	0	0.006265537581327128	0	0.01518523680837344	0	0.005970122758299112
575	0	0.032480923727985604	0	0.016925810388753803	0	0.05467401444911957
577	1	0.36606004435207584	1	0.38732143187186874	1	0.3798733949661255
578	0	0.0705180839031339	0	0.03638568414976141	0	0.027495913207530975
579	0	0.0070560901523228576	0	0.012601130358501092	0	0.009973687119781971
580	0	0.05376357788426984	0	0.06097189143602269	0	0.042710598558187485
581	0	0.003008295856246319	0	0.028024875106307176	0	0.0059266118332743645
582	1	0.5548473142578111	1	0.3316912743115348	1	0.7424838542938232
584	1	0.6404819566429926	1	0.7265052453617263	1	0.5383975505828857
585	1	0.2721647968744905	1	0.27152186729244626	0	0.1611606925725937
586	1	0.37964171329131124	1	0.46472481916219366	0	0.2507212162017822
587	1	0.6760476074091349	1	0.9206000478950116	1	0.7929213047027588
590	1	0.7515522451376123	1	0.8668349630693052	1	0.831658124923706
591	0	0.16782353854214432	0	0.07879186522396754	0	0.12021422386169434
592	0	0.06659281307346462	0	0.05024795355021816	0	0.06064484268426895
593	1	0.6901790253572652	1	0.8067150839590015	1	0.8886786103248596
595	0	0.010839347373519607	0	0.019045839289067834	0	0.013943104073405266
597	0	0.023213113460081012	0	0.028428774845640745	0	0.049895960837602615
599	0	0.020058542760302486	0	0.017872233725500557	0	0.01959770731627941
600	0	0.10153086703089856	0	0.04157125269949924	0	0.08230746537446976
601	0	0.024986127618790873	0	0.040448444505778856	0	0.01748114824295044
602	0	0.04798844836786285	0	0.05131263036884319	0	0.033446650952100754
604	0	0.19568423759466996	0	0.08128359394148009	0	0.15144816040992737
605	0	0.12365746788108442	0	0.116968641750535	0	0.07927562296390533
606	0	0.006192601356819007	0	0.017146413921058493	0	0.009832445532083511
608	1	0.6860086069995153	1	0.9084770931337111	1	0.9315207600593567
611	0	0.04148144105235854	0	0.03596812017631487	0	0.024035247042775154
612	0	0.0016760249084416098	0	0.008114440523558242	0	0.0037947583477944136
613	0	0.021240679482410235	0	0.016549276954967437	0	0.01686001941561699
614	1	0.9709339918057457	1	0.9819434437362795	1	0.9858188033103943
615	0	0.09187989857752397	0	0.05860985974884253	0	0.04591941088438034
616	0	0.11364372595768385	0	0.0820431311315753	0	0.14921945333480835
618	0	0.2561089329508737	0	0.17332300126951217	0	0.1436515748500824
620	0	0.03543055554974974	0	0.035800980037803805	0	0.029173746705055237
621	0	0.018751600728204542	0	0.028620340991763953	0	0.015339507721364498
622	1	0.9954874345188607	1	0.9868912669045318	1	0.9947905540466309
623	0	0.049275611070954475	0	0.05986970110130743	0	0.028316698968410492
624	0	0.23355120131542878	0	0.14623036939600595	0	0.1844673752784729
625	0	0.005937811981218017	0	0.01894337243812799	0	0.008515674620866776
626	0	0.018152598219099134	0	0.046801903300523605	0	0.03797970339655876
630	0	0.09578986094671547	0	0.04103515944657731	0	0.13063594698905945
631	0	0.04695331818519331	0	0.016194252091686016	0	0.0333896167576313
632	0	0.09010278709886893	0	0.06785617101993462	0	0.08029159903526306
634	0	0.0034312313635431178	0	0.013686172189936431	0	0.004835330881178379
635	0	0.007646455130898487	0	0.01667054715754287	0	0.007351252716034651
638	0	0.003933958633420014	0	0.015501082121150683	0	0.005932351108640432
639	0	0.07911026022753669	0	0.055757846185817576	0	0.09828698635101318
641	0	0.09677508611762878	0	0.05734000468620923	0	0.14016641676425934
643	0	0.2087408283352405	0	0.2173522547859122	0	0.06698133051395416
644	0	0.017393208724865078	0	0.042610282096334835	0	0.033075086772441864
645	0	0.20431098056707309	0	0.10861592723071807	0	0.10897907614707947
647	1	0.37010922569531307	1	0.3624439091768738	1	0.418231338262558
648	1	0.598367428446121	1	0.8591051464990889	1	0.8795194029808044
649	0	0.026211378838649126	0	0.050510362188267176	0	0.02331255003809929
650	1	0.2824125772119518	0	0.0995047093920779	0	0.2134401649236679
652	0	0.19002919956934436	0	0.06785891241210237	0	0.16912759840488434
653	0	0.027865323952654827	0	0.018613942749061377	0	0.07356447726488113
655	0	0.03242873971653992	0	0.028116253506070887	0	0.04126780852675438
656	1	0.2959088420956726	0	0.2142817172772204	0	0.18138347566127777
657	0	0.1512014524907062	1	0.2728935376023835	0	0.07814965397119522
659	0	0.000850189938273223	0	0.01584303430210538	0	0.0029865847900509834
661	0	0.054979428538091034	0	0.024279400339721504	0	0.02486497536301613
662	0	0.1286569241295501	0	0.036914767117142214	0	0.08834273368120193
663	0	0.1295948054860589	0	0.08522527448426709	0	0.07737339287996292
664	0	0.011568541493340802	0	0.016813342723422154	0	0.01467269565910101
665	0	0.03752191294329609	0	0.02696023800737524	0	0.034645143896341324
666	1	0.39749609242807504	0	0.22902103195196458	1	0.40149667859077454
667	0	0.03529658398093943	0	0.03002157804239977	0	0.03324056789278984
669	1	0.5344681384402759	1	0.5730779091660558	1	0.6013872027397156
671	0	0.04073731501396647	0	0.021533341141423322	0	0.03366643562912941
675	0	0.15466756332760043	0	0.08430031974837679	0	0.1709263175725937
677	0	0.09411934525327337	0	0.04644923990138212	0	0.05853607878088951
679	0	0.03434652303061996	0	0.04210911344020053	0	0.03615210950374603
680	0	0.10725660930370577	0	0.09374499994727066	0	0.07178958505392075
682	0	0.05750593117308441	0	0.035583324234401484	0	0.09342429041862488
683	0	0.0037828700301517277	0	0.020855780504249147	0	0.008998575620353222
684	0	0.18831268031670065	0	0.10312233647919948	0	0.1738406866788864
686	0	0.05523661316176566	0	0.05595035665222662	0	0.03556950390338898
689	0	0.009165038209665887	0	0.04771475843822305	0	0.00997025053948164
690	0	0.023442346056275286	0	0.03230028566784779	0	0.020121058449149132
691	0	0.02405295588196298	0	0.028151951245346703	0	0.03264438360929489
692	0	0.019262738071178377	0	0.02096360290229822	0	0.03604012727737427
698	0	0.025796813289215917	0	0.04883786786070471	0	0.048823487013578415
699	0	0.02143555960218769	0	0.03122462196305022	0	0.023893918842077255
700	0	0.11901875363905483	0	0.09508048553360599	0	0.10092328488826752
701	1	0.6247804741276595	1	0.6060002117848118	1	0.7263439297676086
702	1	0.8058748911942183	1	0.9257947071961988	1	0.8377190828323364
704	0	0.0527896412886284	0	0.031372384214980086	0	0.027943141758441925
705	0	0.10808831559648951	0	0.03808413153798791	0	0.1389528065919876
707	0	0.004311242562794499	0	0.01251028276493871	0	0.0057045333087444305
709	0	0.037761560058261284	0	0.028545117750953183	0	0.01842317543923855
710	0	0.016726464008894684	0	0.03422670313734212	0	0.02473662793636322
712	0	0.029293067002017507	0	0.014614587124586114	0	0.03667203336954117
714	0	0.021506666970191886	0	0.017482552505514955	0	0.024284716695547104
715	0	0.08608322781174017	0	0.02829160347280462	0	0.03173520788550377
716	0	0.11265999375758053	0	0.06355704583259537	0	0.0797620639204979
717	0	0.024379092615759136	0	0.04929382765413548	0	0.025095650926232338
720	1	0.4982838866478512	1	0.5322030586105366	1	0.5791311264038086
721	0	0.0304202863077865	0	0.05169895290598191	0	0.018432412296533585
722	0	0.05328264292281086	0	0.02888181601153299	0	0.029305746778845787
723	1	0.501293410749189	1	0.3320287418816226	1	0.7399137020111084
724	0	0.002221530943138368	0	0.011371781084113094	0	0.002939157420769334
725	0	0.012803885534625034	0	0.05858966473123873	0	0.014851763844490051
727	0	0.0063156463603814056	0	0.02073723401289332	0	0.016473080962896347
728	0	0.10225018238156304	0	0.043998638759750346	0	0.13429567217826843
729	1	0.4147295224855991	1	0.3989347471900597	1	0.3603588044643402
730	0	0.0027672653401548575	0	0.007964066577697585	0	0.008348913863301277
731	0	0.1200371117021491	0	0.033816771499470086	0	0.05354888364672661
732	1	0.38209439111105964	1	0.3036010974699367	1	0.3117547631263733
733	0	0.055215680196638584	0	0.0641313706383291	0	0.04606044292449951
734	0	0.006082461267430074	0	0.02583063845185092	0	0.00595036381855607
738	0	0.08684850304495896	0	0.05788357013315087	0	0.059372443705797195
741	1	0.6965757391892328	1	0.7905577337273507	1	0.7388715744018555
742	0	0.014263349963947321	0	0.017316735290248603	0	0.0146669065579772
743	1	0.2719435817677067	1	0.45894107770680836	0	0.11100222915410995
744	1	0.3885145547221169	1	0.3639888292384052	1	0.4096367359161377
746	1	0.3524726248863544	0	0.19014686033043038	0	0.15113282203674316
747	0	0.0815956266392738	0	0.04627829722252064	0	0.0712982714176178
749	0	0.2500369519770783	1	0.35816804318331447	0	0.2537379562854767
752	1	0.580417976259126	1	0.5546326884857524	1	0.632663905620575
754	0	0.012027015095156244	0	0.015154785935599286	0	0.012945235706865788
757	0	0.02988783453045141	0	0.04196029618437628	0	0.039472077041864395
758	0	0.0934332717513577	0	0.06287345441190065	0	0.05164036527276039
760	0	0.03236260388474898	0	0.01709800056480394	0	0.03777096047997475
762	0	0.027158668480556473	0	0.029378425184107524	0	0.04207158461213112
763	0	0.12302779336400768	0	0.08347358873562696	0	0.13098189234733582
764	0	0.2027859040050798	0	0.15133666417759073	0	0.19673976302146912
766	0	0.07403785866976668	0	0.07480499747333896	0	0.0621841736137867
769	0	0.008311323782794887	0	0.015326906097072499	0	0.015559971332550049
771	0	0.0037054945710510425	0	0.01213298437240541	0	0.004683378152549267
772	0	0.05061017007622083	0	0.05700000313105275	0	0.07310564815998077
773	1	0.4456099540826054	1	0.6833515520135002	1	0.3697793483734131
775	0	0.01368491638820007	0	0.02043173717642095	0	0.006858445703983307
776	0	0.053494257026003	0	0.052850241438239846	0	0.07395370304584503
780	0	0.20149995732655426	0	0.08275017908494793	0	0.20162829756736755
781	0	0.05049902086146475	0	0.026460305912777194	0	0.04947667568922043
783	1	0.30532247793761835	0	0.12522187994799466	0	0.26147592067718506
784	0	0.14259929762257423	0	0.05277874601790757	0	0.07797706872224808
785	1	0.509079246652213	1	0.3358821550629181	1	0.7149492502212524
786	0	0.015352972837526598	0	0.020188493200247747	0	0.014657648280262947
787	0	0.047479530651253904	0	0.04256413114409235	0	0.0578765906393528
789	0	0.10878248589948634	0	0.07257151866956649	0	0.07261929661035538
791	0	0.003596303117926404	0	0.01615413304546938	0	0.0059611308388412
792	1	0.43725068675438394	1	0.6770826881586408	1	0.5567502975463867
793	0	0.04480274263670353	0	0.04503546250258687	0	0.04943053796887398
796	1	0.5963507533080018	1	0.31311310330586273	1	0.8006542921066284
797	0	0.009392756348998634	0	0.01074179711350211	0	0.010225352831184864
799	0	0.058108091447503854	0	0.08101297735182056	0	0.0411103218793869
800	0	0.03011747910430057	0	0.028267461052246277	0	0.02801527827978134
802	0	0.13998718324026949	0	0.09234608766766769	0	0.09012522548437119
803	1	0.4586090922751382	1	0.42268986616841525	1	0.3565419018268585
804	0	0.052387347653133465	0	0.05869267512981732	0	0.06488997489213943
805	0	0.06352779435353002	0	0.04939331487248932	0	0.027747517451643944
806	0	0.04584520315212843	0	0.02405020307634456	0	0.05406282842159271
807	0	0.0027349565678047643	0	0.024028528846581937	0	0.009523664601147175
808	0	0.023143005283234548	0	0.022376871788015004	0	0.02364189736545086
809	0	0.014921261285306362	0	0.023501856855924215	0	0.01053980179131031
811	1	0.3685061747461292	1	0.28035366224736497	1	0.733482301235199
812	0	0.11214226896248619	0	0.11894918421518212	0	0.07842028886079788
813	0	0.006209662006525974	0	0.012787206716543034	0	0.005709885153919458
815	0	0.003595218233442837	0	0.012672262698540809	0	0.013552124612033367
816	1	0.4641908913043488	1	0.444839338088724	1	0.6837114095687866
817	0	0.028501037332650917	0	0.059460418873905074	0	0.08928164839744568
819	1	0.4139686485761806	1	0.3174303339584224	1	0.5554022789001465
820	0	0.03498446152001898	0	0.03819173303054256	0	0.02812783233821392
823	0	0.0019946328214120665	0	0.0171707651326922	0	0.003486332017928362
824	0	0.005969225768487009	0	0.014364416116804868	0	0.006668416317552328
825	0	0.08107066695795523	0	0.034340154687574155	0	0.10119383782148361
826	0	0.020119037408371693	0	0.01174660967453925	0	0.017769334837794304
827	0	0.004705313179416814	0	0.018277116417521274	0	0.005357192363590002
828	0	0.1519149427403846	0	0.04514858088724699	0	0.15779440104961395
829	0	0.08463012981028847	0	0.052548445957520964	0	0.06257076561450958
830	0	0.0013761419684563132	0	0.028643000164627303	0	0.002389722503721714
832	1	0.5409850722772094	1	0.5002074031304481	1	0.5017392039299011
833	0	0.13724934164059552	0	0.10394125679323371	0	0.0512445904314518
834	0	0.09741139239752103	0	0.08600428899288663	0	0.04579802602529526
836	0	0.006675495296280888	0	0.038366802671230896	0	0.007471138145774603
837	0	0.082212862865056	0	0.05141939847310595	0	0.08106435090303421
838	0	0.05743250162226296	0	0.05926496026337771	0	0.0485675074160099
840	0	0.027664013868877336	0	0.043611566585679266	0	0.050943322479724884
842	0	0.0567923940404139	0	0.01913301454513843	0	0.06465929746627808
843	0	0.01183708866852207	0	0.01939629708206887	0	0.016508640721440315
844	0	0.04276301228798495	0	0.03859130110364398	0	0.03042612411081791
845	0	0.08115691438974336	0	0.08501848178063945	0	0.0598892942070961
846	1	0.31692161098454935	1	0.25990368930808033	0	0.22015434503555298
847	0	0.036777323270327344	0	0.0364261803523831	0	0.03239211440086365
848	0	0.2527104429293636	1	0.29676422936673447	1	0.3255178928375244
850	0	0.06047535999823903	0	0.024796249500997913	0	0.02115461602807045
851	0	0.022697545985296833	0	0.025765329089205792	0	0.03693735599517822
852	0	0.05508598950281319	0	0.029898557494620583	0	0.06102592498064041
854	1	0.44640037811146516	0	0.08486648027772767	1	0.5310477018356323
855	0	0.012194038723413594	0	0.017680431559111382	0	0.018336215987801552
856	0	0.15982293474205822	0	0.0993521642908029	0	0.14292143285274506
857	0	0.02504638716109147	0	0.04066115278813505	0	0.02805023454129696
859	0	0.017049136969401864	0	0.014908698273046684	0	0.011710998602211475
861	0	0.05517996469383106	0	0.024695018975843044	0	0.03380119428038597
862	0	0.13136005943222223	0	0.08054062786571463	0	0.0796283558011055
864	0	0.20196410865326847	0	0.17960646143588616	0	0.13783220946788788
865	0	0.00913023177456006	0	0.012703701408577418	0	0.014435866847634315
867	0	0.021643092207012854	0	0.03716303171796184	0	0.02386898547410965
868	0	0.10697455387445597	0	0.04932197476621288	0	0.054510027170181274
869	0	0.006692696091776617	0	0.025010131929197165	0	0.00815398059785366
872	0	0.02509163064897135	0	0.02775444444747642	0	0.025142403319478035
874	0	0.13554112745350344	0	0.04422133592305484	0	0.17331285774707794
875	1	0.377361417145072	0	0.16940145592462505	1	0.4001314640045166
878	0	0.14252459337521595	0	0.11165038745894602	0	0.08583147078752518
879	1	0.43273651317307205	0	0.14282773825529416	0	0.2614860236644745
880	0	0.021033208494308415	0	0.07695654398125316	0	0.012778590433299541
881	1	0.33981361899203966	1	0.5833425312272805	0	0.2433495968580246
882	0	0.0035941550150437856	0	0.010383001166839491	0	0.0016635321080684662
885	1	0.3523460965643052	1	0.2730303646265611	0	0.22779101133346558
887	0	0.015962775185026683	0	0.013618138294843013	0	0.021083414554595947
888	0	0.10635447075419917	0	0.04582596720820859	0	0.06360511481761932
889	0	0.022718519210202483	0	0.03891287969960083	0	0.02353542111814022
893	0	0.05622483980632285	0	0.06497869682711707	0	0.04178209975361824
894	0	0.01206689326170018	0	0.012379841247775818	0	0.012620409019291401
895	0	0.05615309364767578	0	0.026678578234571444	0	0.037626009434461594
896	1	0.41293120165711783	1	0.33311997726581166	1	0.5005476474761963
897	0	0.029346717248228994	0	0.026633738322043892	0	0.023532254621386528
899	0	0.23947867626348288	1	0.3316639216966679	0	0.10346578061580658
900	0	0.09172734297215976	0	0.044403142586124635	0	0.06233171373605728
901	0	0.006592293802132945	0	0.01487746714670115	0	0.009122059680521488
902	0	0.005470289692448435	0	0.012162040218461645	0	0.006810666061937809
903	0	0.049975713552363944	0	0.04327529789994091	0	0.05044464394450188
904	1	0.5058997803208597	1	0.3582780054341835	1	0.36395037174224854
905	0	0.0025222946425300565	0	0.026819025980879957	0	0.008036056533455849
909	0	0.0013661627052953863	0	0.008580590332392746	0	0.004021515604108572
910	0	0.1759550243377648	0	0.18550652578733381	0	0.18621672689914703
911	1	0.9391439400465386	1	0.9783035987034471	1	0.9692174196243286
912	0	0.07102248817105716	0	0.030563504851376145	0	0.043220121413469315
913	1	0.4773245642086131	1	0.30658852181767976	1	0.38105764985084534
916	0	0.06366611147820243	0	0.03514598507735685	0	0.03978360816836357
918	1	0.5263524860368894	1	0.6009514550051691	1	0.7098883390426636
920	0	0.03960943501508161	0	0.07417921861045193	0	0.018672319129109383
922	0	0.22544604385286013	0	0.12582791887423755	0	0.18347276747226715
923	1	0.33920064835760694	0	0.23205077045660064	1	0.45254725217819214
924	0	0.026861659232926747	0	0.04144984608073101	0	0.02861100621521473
925	1	0.29251535003936374	1	0.3536130873345433	1	0.2714317739009857
926	0	0.03784063166948476	0	0.04867604791716929	0	0.025118350982666016
927	1	0.4896241967869238	1	0.6676742468758763	1	0.8000220656394958
930	0	0.023457722044076753	0	0.019182294517593967	0	0.02143123559653759
932	1	0.8705917041647979	1	0.9264365737432533	1	0.7260782718658447
933	0	0.11087243807402923	0	0.06365298376579431	0	0.06011724844574928
934	0	0.1630936043465046	0	0.18486643810368406	0	0.08453325927257538
936	0	0.0810027572034495	0	0.031809532451467046	0	0.04533722251653671
939	1	0.5035902470849011	1	0.6624210161398847	1	0.7877301573753357
940	0	0.050592406383571875	0	0.05390157955613914	0	0.029794815927743912
941	1	0.3544303446357292	1	0.30741492461598463	1	0.3977023661136627
942	0	0.019893898895998664	0	0.04162982535003799	0	0.020100653171539307
944	0	0.09189406015264107	0	0.05667429710683163	0	0.06291354447603226
945	0	0.08805126657931778	0	0.05067751177630796	0	0.06150168925523758
947	0	0.015068999659906107	0	0.020049377135391268	0	0.008963401429355145
949	0	0.044995408139058446	0	0.018223365771429127	0	0.0388328991830349
950	0	0.002946971352779279	0	0.03246925617755923	0	0.004688221961259842
951	0	0.03572149392366466	0	0.02275714827299567	0	0.027877427637577057
952	1	0.9041468362070657	1	0.9614360004647783	1	0.9701878428459167
954	1	0.3333094613781694	1	0.5141511996063717	1	0.3496670126914978
956	0	0.10097939289424604	0	0.04480460431645964	0	0.08311914652585983
957	1	0.43530600811352704	1	0.32395415324305826	1	0.5007420182228088
958	0	0.0708637348692945	0	0.03578887981170195	0	0.09577379375696182
959	1	0.9616005938067411	1	0.9788342124151869	1	0.9902960658073425
960	1	0.9262035788308728	1	0.9591066009601791	1	0.9740394353866577
961	0	0.04665269132261798	0	0.06376346102977454	0	0.07666801661252975
964	1	0.3411613199484173	1	0.4026466648631171	1	0.4552365839481354
966	0	0.0053230142818581775	0	0.04636980644262472	0	0.014358177781105042
967	0	0.06071721195748386	0	0.07544527182913965	0	0.048113834112882614
969	0	0.008648079576964564	0	0.023943623798760808	0	0.004839536268264055
970	1	0.540264080071522	1	0.501415588108495	1	0.3516688346862793
972	0	0.008281409156002326	0	0.010269467712888976	0	0.008755728602409363
974	0	0.08203530656634449	0	0.05834606372147745	0	0.04106311872601509
975	0	0.06821997520591522	0	0.04446839811162331	0	0.038466598838567734
976	0	0.0011246027802510874	0	0.010040749675453873	0	0.0022985371761024
977	1	0.3462495153313519	0	0.2250426353525995	1	0.4490841329097748
981	0	0.006562778134359242	0	0.015185392844081724	0	0.01664712280035019
982	1	0.2715212659694211	1	0.2639031246031398	0	0.17031705379486084
983	0	0.22392639711813023	0	0.1439118118803127	0	0.1343301236629486
984	0	0.007884011677069574	0	0.017100192775204387	0	0.006719780154526234
985	0	0.043890307829179596	0	0.03155862184323086	0	0.03389877453446388
986	0	0.23957576314645074	0	0.15157003043653128	1	0.33405107259750366
987	0	0.08144226047028094	0	0.06377305938998896	0	0.09236244112253189
990	0	0.02519953658751116	0	0.01582870391465105	0	0.03235693648457527
991	1	0.6348254093874944	1	0.787967458315481	1	0.8041776418685913
992	0	0.030195225836636353	0	0.03499502413636416	0	0.018706556409597397
994	1	0.5991493194803916	1	0.8564729691048446	1	0.8971825242042542
995	0	0.0657011502246389	0	0.02742913623689246	0	0.037575703114271164
996	0	0.00428021118360554	0	0.014240866537865765	0	0.009497924707829952
997	0	0.0008764473795822433	0	0.008120847378390203	0	0.0032055459450930357
998	0	0.040477111944082086	0	0.04409772849807121	0	0.029668834060430527
999	0	0.022772571629166044	0	0.01863146191000066	0	0.038735564798116684
1001	0	0.21411901318116439	0	0.14536188374526862	0	0.09616132080554962
1002	0	0.024858568807974154	0	0.027305755407404344	0	0.018270790576934814
1003	0	0.07554159537477956	0	0.052464826873289495	0	0.02511626109480858
1004	1	0.742804818060588	1	0.8901560909678873	1	0.8797324895858765
1005	0	0.01877022394075774	0	0.054014348572494195	0	0.018712783232331276
1006	0	0.0810677492760693	0	0.03836045203560044	0	0.058970849961042404
1007	0	0.00710672632173952	0	0.024977921213699027	0	0.0064860074780881405
1009	0	0.0035898335599551705	0	0.02048071391514044	0	0.004039639141410589
1010	1	0.5196756698611977	1	0.699224377951643	1	0.7059088945388794
1011	0	0.0056548869293614025	0	0.030928168615494748	0	0.006348865106701851
1012	0	0.18109987426415142	0	0.09954234075632684	0	0.057702306658029556
1013	0	0.015345674403522346	0	0.03583860613000011	0	0.010604344308376312
1014	0	0.09176524567683293	0	0.10325035593673111	0	0.06196038797497749
1015	0	0.09575509779041233	0	0.05445285332952528	0	0.07774581760168076
1016	1	0.8376513310374577	1	0.9667163390565309	1	0.9654679298400879
1017	1	0.3473607253256565	1	0.36677148031586726	1	0.5119515061378479
1018	0	0.0031822329211036522	0	0.01931656789187764	0	0.005330751184374094
1019	1	0.5307382942180103	1	0.49926368554793527	1	0.343474805355072
1022	0	0.05938996045028756	0	0.07198356185813269	0	0.06516677886247635
1024	0	0.03207345853360797	0	0.03675328429471283	0	0.02891969308257103
1025	0	0.01490396686709069	0	0.018698364474664858	0	0.01196531392633915
1026	0	0.00039787054975739606	0	0.02409808312614855	0	0.0007062887889333069
1027	0	0.0024625716848021297	0	0.01899731418314339	0	0.0031756821554154158
1028	0	0.07176946818948549	0	0.0440041939737774	0	0.06144057959318161
1029	0	0.1723120862938505	0	0.047274728912948094	0	0.05726751685142517
1030	0	0.23401744960757362	0	0.12270593736339228	0	0.15072549879550934
1032	0	0.027507424513025663	0	0.05557243601375179	0	0.019845761358737946
1033	1	0.6811809409223966	1	0.8562135813179378	1	0.7550411224365234
1034	0	0.11915931674964587	0	0.0791780673176264	0	0.16519935429096222
1035	0	0.003461084948982692	0	0.01498096057587188	0	0.008448638021945953
1036	1	0.32969849174362864	0	0.244601352000867	0	0.22923652827739716
1037	1	0.3843985778957726	0	0.11963870628700045	1	0.3504085838794708
1038	0	0.016547322351588203	0	0.04719034814192504	0	0.030652444809675217
1039	0	0.014970754576007331	0	0.021873585945177812	0	0.01618662104010582
1040	0	0.0006053258050620321	0	0.012777499757608002	0	0.0014081052504479885
1042	0	0.07130020565874695	0	0.042012723453870665	0	0.0742047131061554
1043	1	0.27527228812684534	1	0.3418718876496263	0	0.11983752995729446
1044	0	0.0455842954831663	0	0.037635820574536294	0	0.023870263248682022
1045	0	0.0013198305816261567	0	0.012321042254517729	0	0.002840189728885889
1046	0	0.11291981329290568	0	0.08325831831170674	0	0.0715239942073822
1047	0	0.004213006021869034	0	0.013471665605858678	0	0.004585350397974253
1048	0	0.13505355200121924	0	0.05902663809026215	0	0.09908819943666458
1049	0	0.14214665679825536	0	0.09591277624738677	0	0.10137411206960678
1050	0	0.06596045044683144	0	0.0695532293819445	0	0.0630180761218071
1052	0	0.24863720939762535	0	0.18511095276899203	0	0.2593408524990082
1053	1	0.7423143829071428	1	0.8665529366569175	1	0.8872639536857605
1055	0	0.2666137426760103	1	0.3333237638305798	0	0.20932000875473022
1056	1	0.30544006817916874	0	0.19201879544748504	0	0.09174937009811401
1060	0	0.08154109920569035	0	0.04187258796323642	0	0.09058248996734619
1061	0	0.02293422870063479	0	0.0267637101710573	0	0.04230862110853195
1062	0	0.05535961810635021	0	0.022207681531582528	0	0.03058301843702793
1066	0	0.07231297019955157	0	0.04442256986621812	0	0.05890278145670891
1068	0	0.037163574705673455	0	0.04135129676773179	0	0.0624857060611248
1069	0	0.002437236433140927	0	0.010622856025160419	0	0.007921428419649601
1070	0	0.028875940042024487	0	0.030132920221125094	0	0.019073961302638054
1071	0	0.01733736239424158	0	0.01665141334380778	0	0.03636561706662178
1073	0	0.02498826253842395	0	0.0613716287794501	0	0.01431049220263958
1074	0	0.02828176549258276	0	0.017747079013143086	0	0.039275284856557846
1076	0	0.03520986488296149	0	0.03450461020093208	0	0.018389292061328888
1077	1	0.7388909636286526	1	0.8908945728760719	1	0.9255799651145935
1079	1	0.7801626086570496	1	0.9246813435141709	1	0.9522545337677002
1080	0	0.13553478993531892	0	0.10999616466392956	0	0.10417722910642624
1081	1	0.5979772315090441	1	0.7583042123756072	1	0.7096531391143799
1082	1	0.35567924214800783	1	0.2559447316027489	1	0.7340653538703918
1083	0	0.16678569053635225	0	0.10631116197990764	0	0.1142430305480957
1084	0	0.017141816180124645	0	0.03312446211408014	0	0.011891445145010948
1085	0	0.04376830484632804	0	0.02417223914642382	0	0.026188669726252556
1088	0	0.015238125623307687	0	0.054169839785685306	0	0.015728197991847992
1092	0	0.05607627453697738	0	0.061519683393408624	0	0.056371454149484634
1094	0	0.16045992897503514	0	0.09743618479228137	0	0.0749892070889473
1096	0	0.003551224924485659	0	0.019507108828085158	0	0.0052940696477890015
